SAMPLE_ID,other_HRR_gene_mutation_somatic,cnv_DUP_len_30000_inf,cnv_DUP_len_30_100,cnv_DEL_len_100000_inf,cnv_DIPLOID_len_100000_inf,sv_n_trans,sv_n_del,sv_n_inv,sv_n_tadem_dup,sv_dup_30000+,sv_del_100000+,sv_microhom_deletion_mean,sv_microhom_inversion_mean,sv_microhom_tandem-duplication_mean,sv_microhom_translocation_mean,indel_n_del,indel_n_ins,indel_insdel_ratio,indel_DEL_len_1,indel_DEL_len_2,indel_DEL_len_3,indel_DEL_len_4,indel_DEL_len_inf,indel_INS_len_1,indel_INS_len_2,indel_INS_len_3,indel_INS_len_4,indel_INS_len_inf,indel_DEL_mh,indel_DEL_noMHstatus,indel_DEL_rep,indel_ratio,Telomeric_AI,Interstitial_AI,Telomeric_LOH,Interstitial_LOH,LST_count,LOH_count,MSI,cnv_DEL_0_3500_sum_indel_DEL_len_inf,indel_INS_len_inf_sum_cnv_DUP_0_30000,indel_INS_len_inf_sum_cnv_DUP_0_1000,FBI_relaxed,percent_all_cc2ca,percent_all_cc2ct,cc2ca_vs_cc2ct,SBS31,ccne1_amp,resistant_ccne1_over_6,BRCA1/2_mut,cnv_DUP_len_0_30000,cnv_DEL_len_0_100000,cnv_DIPLOID_len_0_100000,sv_dup_0_30000,sv_del_0_100000
Sample_0002,0,56,0,33,108,40,4,10,4,3,2,0.0,0.9,0.5,0.125,123,130,1.05691056910569,48,16,7,6,46,67,6,2,2,53,27,33,58,1.05691056910569,16,109,8,58,0,5,0.0,46,65,53,0,37.2,94.04,2.53,0.0,0,0,0,12,12,6,1,2
Sample_0003,0,329,0,14,44,46,25,80,23,23,15,0.56,0.65,1.47826086956522,0.5,355,270,0.76056338028169,162,42,20,17,114,190,13,5,7,55,90,81,180,0.76056338028169,21,294,12,67,10,6,0.24,115,78,56,25,32.34,65.96,2.04,0.56,1,1,0,23,4,10,0,10
Sample_0004,1,353,0,18,91,114,144,58,146,30,28,1.47222222222222,1.08620689655172,1.16438356164384,1.20175438596491,1264,183,0.144778481012658,258,57,35,26,888,121,13,5,5,39,779,191,252,0.144778481012658,34,373,18,138,39,20,0.4,891,68,40,7,61.72,42.15,0.68,0.47,0,0,0,29,20,27,116,116
Sample_0005,0,66,0,3,37,18,3,1,10,10,2,0.0,0.0,0.6,0.277777777777778,445,327,0.734831460674157,189,51,29,19,157,233,20,7,2,65,126,104,211,0.734831460674157,11,49,4,15,0,1,0.45,157,70,65,0,31.98,142.56,4.46,0.01,0,0,0,5,0,4,0,1
Sample_0006,0,17,0,25,40,15,12,2,0,0,5,0.5,0.0,0.0,0.2,202,231,1.14356435643564,78,27,7,11,79,172,16,1,1,41,57,34,105,1.14356435643564,13,42,9,23,3,4,0.02,79,47,41,0,53.66,97.24,1.81,0.43,0,0,0,6,6,7,0,7
Sample_0007,1,352,0,22,84,102,97,43,41,35,44,1.39175257731959,1.04651162790698,1.02439024390244,0.823529411764706,634,445,0.701892744479495,252,79,42,24,237,246,23,4,5,167,179,124,321,0.701892744479495,33,369,13,126,11,6,0.31,237,205,167,13,37.93,66.81,1.76,0.6,1,1,0,38,6,13,6,53
Sample_0008,0,113,0,70,110,88,105,31,122,43,23,1.19047619047619,1.51612903225806,1.32786885245902,0.931818181818182,616,122,0.198051948051948,130,35,19,26,406,80,4,1,5,32,327,116,143,0.198051948051948,35,180,24,98,42,32,0.0,406,40,32,2,42.15,37.13,0.88,0.88,0,0,1,8,5,3,79,82
Sample_0009,0,113,0,75,125,124,55,47,185,82,17,0.636363636363636,0.553191489361702,1.03243243243243,0.758064516129032,766,314,0.409921671018277,211,36,25,14,480,182,21,5,4,102,370,145,227,0.409921671018277,38,214,27,131,28,28,0.03,482,117,102,1,68.43,53.85,0.79,0.68,0,0,1,15,23,14,103,38
Sample_0010,0,162,0,40,147,40,26,27,18,18,18,0.807692307692308,0.814814814814815,1.05555555555556,0.15,193,276,1.4300518134715,77,33,10,9,64,203,16,3,1,53,46,31,115,1.4300518134715,13,209,4,84,1,2,0.01,65,62,53,1,43.93,97.45,2.22,0.0,0,0,0,9,44,6,0,8
Sample_0011,0,581,0,3,32,117,42,55,287,279,23,1.21428571428571,0.872727272727273,2.03135888501742,0.401709401709402,442,449,1.0158371040724,254,44,15,19,110,312,33,10,10,84,77,104,252,1.0158371040724,25,411,11,87,13,8,0.29,110,109,84,15,59.57,47.15,0.79,0.56,1,1,0,25,4,1,8,19
Sample_0012,0,129,0,69,120,88,189,66,72,63,24,1.41269841269841,0.909090909090909,0.930555555555556,0.545454545454545,1058,178,0.168241965973535,195,50,23,18,772,98,10,4,5,61,670,142,201,0.168241965973535,37,210,26,111,37,24,0.02,772,66,61,9,51.51,44.07,0.86,0.56,0,0,0,5,19,9,9,165
Sample_0013,1,128,0,88,144,97,78,43,152,75,27,1.02564102564103,1.23255813953488,1.10526315789474,0.597938144329897,1010,372,0.368316831683168,227,48,20,39,676,270,23,9,8,62,562,192,211,0.368316831683168,35,251,26,152,19,12,0.36,676,70,62,0,40.9,70.89,1.73,0.38,0,0,1,8,22,25,77,51
Sample_0014,0,313,0,26,100,93,120,98,167,140,58,1.025,0.683673469387755,1.04191616766467,0.387096774193548,727,630,0.866574965612105,272,78,39,42,296,449,24,10,11,136,230,147,331,0.866574965612105,34,337,21,168,16,19,0.11,296,152,137,25,51.37,60.58,1.18,0.29,1,0,0,16,16,4,27,62
Sample_0015,1,301,0,33,113,33,125,46,47,25,24,0.84,0.673913043478261,1.02127659574468,0.575757575757576,310,191,0.616129032258064,79,27,10,11,183,119,9,3,0,60,153,46,100,0.616129032258064,34,308,18,132,18,6,0.0,184,81,62,11,58.0,45.01,0.78,0.69,0,0,0,21,16,7,22,101
Sample_0016,0,115,0,102,119,98,76,43,123,48,23,1.30263157894737,1.16279069767442,1.17073170731707,0.408163265306123,1117,300,0.26857654431513,241,39,28,26,783,191,22,8,7,72,650,162,254,0.26857654431513,36,235,27,148,27,35,0.02,784,82,72,5,59.04,43.26,0.73,0.34,0,0,1,10,21,8,75,53
Sample_0017,0,283,0,38,106,104,137,64,44,30,62,0.802919708029197,1.171875,0.954545454545455,0.269230769230769,506,355,0.701581027667984,216,61,26,22,181,188,20,4,4,139,139,124,227,0.701581027667984,35,345,20,222,9,17,1.16,183,167,139,3,32.85,83.88,2.55,0.41,0,0,0,28,33,20,14,75
Sample_0018,1,303,0,24,81,144,68,64,34,31,31,0.970588235294118,1.125,1.05882352941176,0.451388888888889,517,259,0.500967117988395,190,86,32,48,161,138,10,3,6,102,142,113,256,0.500967117988395,35,338,17,140,6,15,1.88,161,126,103,15,30.29,72.34,2.39,0.75,1,0,0,24,17,12,3,37
Sample_0019,0,385,0,30,82,186,77,93,209,39,39,1.14285714285714,1.13978494623656,0.956937799043062,0.967741935483871,719,203,0.282336578581363,205,43,24,16,431,137,12,3,2,49,380,125,203,0.282336578581363,39,429,25,206,35,22,0.28,431,91,50,16,53.82,40.27,0.75,0.51,1,1,0,42,12,18,170,38
Sample_0020,0,71,0,86,99,99,234,38,47,39,24,1.74786324786325,1.26315789473684,1.51063829787234,1.2020202020202,1541,245,0.158987670343932,267,61,27,27,1159,161,14,5,7,58,1027,159,274,0.158987670343932,30,174,24,127,36,28,0.27,1159,60,59,0,49.55,49.69,1.0,0.37,0,0,1,2,36,10,8,210
Sample_0021,0,436,0,33,129,161,223,41,153,69,54,1.56502242152466,1.07317073170732,1.50980392156863,0.677018633540373,1282,390,0.304212168486739,307,57,28,37,853,293,20,7,10,60,720,188,295,0.304212168486739,32,378,19,223,33,14,0.0,853,91,63,14,59.54,46.02,0.77,0.0,0,0,0,31,17,13,84,169
Sample_0022,1,341,0,2,6,78,81,34,21,15,17,1.03703703703704,0.470588235294118,1.85714285714286,0.564102564102564,1079,299,0.27710843373494,187,64,37,35,756,149,18,2,4,126,616,139,238,0.27710843373494,40,285,27,135,25,23,0.53,756,140,126,2,60.68,37.77,0.62,0.33,1,0,1,14,14,2,6,64
Sample_0023,0,296,0,11,67,116,108,62,147,51,29,1.15740740740741,0.919354838709677,1.36054421768708,0.706896551724138,1107,271,0.244805781391147,240,76,23,39,729,141,19,8,5,98,604,210,252,0.244805781391147,37,300,23,132,30,26,0.29,729,129,100,15,59.28,40.03,0.68,0.57,1,0,0,31,10,11,96,79
Sample_0024,0,205,0,11,54,91,87,37,99,25,15,1.74712643678161,0.756756756756757,1.03030303030303,0.538461538461538,850,198,0.232941176470588,162,34,29,23,602,116,10,3,7,62,494,145,179,0.232941176470588,32,194,22,63,26,20,0.01,602,69,63,7,55.43,38.27,0.69,0.33,0,0,1,7,8,9,74,72
Sample_0025,0,70,0,41,90,39,26,34,12,8,9,1.69230769230769,0.852941176470588,1.58333333333333,0.153846153846154,186,167,0.897849462365591,70,23,11,8,74,107,10,3,2,45,44,34,101,0.897849462365591,24,128,15,75,7,15,0.01,74,57,45,15,33.5,75.09,2.24,0.78,0,0,0,12,25,8,4,17
Sample_0026,0,211,0,22,87,59,20,29,73,60,7,0.25,0.379310344827586,0.89041095890411,0.338983050847458,253,277,1.09486166007905,101,41,11,13,87,173,9,1,3,91,58,59,126,1.09486166007905,21,243,11,109,5,9,0.07,88,102,91,6,30.05,85.74,2.85,0.4,0,0,0,11,26,19,13,13
Sample_0027,0,286,0,27,71,153,137,134,93,78,63,1.15328467153285,0.776119402985075,0.731182795698925,0.450980392156863,485,280,0.577319587628866,233,61,23,9,159,179,15,2,9,75,132,118,225,0.577319587628866,35,310,18,130,15,23,0.04,162,97,77,39,42.94,54.23,1.26,0.33,1,0,0,22,10,4,15,74
Sample_0028,1,226,0,32,75,85,115,27,222,117,35,0.973913043478261,1.11111111111111,0.923423423423423,0.658823529411765,785,353,0.44968152866242,176,44,17,27,521,251,19,5,3,75,429,120,209,0.44968152866242,33,226,19,113,32,20,0.39,521,84,75,1,48.8,59.64,1.22,0.37,1,0,1,9,5,3,105,80
Sample_0029,0,32,0,3,58,48,1,6,0,0,0,0.0,0.0,0.0,0.0,213,141,0.661971830985915,85,33,15,10,70,67,6,1,1,66,56,42,113,0.661971830985915,4,34,2,9,0,1,0.0,70,71,66,0,40.43,58.67,1.45,0.98,0,0,0,5,5,2,0,1
Sample_0031,0,454,0,35,112,163,70,129,166,160,33,0.728571428571429,0.472868217054264,1.07228915662651,0.43558282208589,975,571,0.585641025641026,523,98,51,32,271,378,35,10,13,135,232,179,541,0.585641025641026,33,479,19,181,7,15,0.47,271,154,136,43,34.7,71.41,2.06,0.32,1,1,0,19,5,6,6,37
Sample_0032,0,427,0,8,30,124,40,68,14,10,21,0.95,0.882352941176471,0.928571428571429,0.266129032258065,251,243,0.968127490039841,90,36,10,12,103,117,13,2,2,109,81,55,110,0.968127490039841,29,313,15,113,12,12,0.01,105,131,109,23,36.07,82.3,2.28,0.43,1,1,0,22,18,6,4,19
Sample_0033,0,46,0,5,71,28,4,2,1,1,2,0.25,0.0,0.0,0.0714285714285714,362,168,0.464088397790055,214,38,11,15,84,103,4,2,2,57,62,75,219,0.464088397790055,11,49,3,17,0,3,0.01,84,61,57,0,48.37,86.46,1.79,0.56,0,0,0,4,7,2,0,2
Sample_0034,0,156,0,64,150,129,76,96,186,128,27,2.11842105263158,0.833333333333333,1.16666666666667,0.503875968992248,675,165,0.244444444444444,164,36,18,27,430,94,10,3,6,52,364,109,191,0.244444444444444,27,265,20,135,19,12,0.01,430,69,54,2,55.63,36.89,0.66,0.9,1,0,1,17,15,17,58,49
Sample_0035,0,208,0,62,127,77,81,31,15,13,7,1.23456790123457,0.548387096774194,1.06666666666667,0.61038961038961,632,183,0.289556962025316,117,39,19,22,435,77,6,1,5,94,376,103,125,0.289556962025316,34,260,22,103,27,22,0.0,435,117,95,3,44.28,38.85,0.88,0.3,1,0,1,23,20,6,2,74
Sample_0036,0,137,0,23,126,93,61,78,90,66,35,1.63934426229508,0.858974358974359,1.15555555555556,0.172043010752688,351,408,1.16239316239316,160,51,18,24,98,308,27,4,4,65,84,66,193,1.16239316239316,19,164,9,52,10,10,0.0,98,75,66,6,24.43,83.31,3.41,0.86,1,0,1,10,12,8,24,26
Sample_0037,0,148,0,17,76,90,154,63,36,26,26,1.22077922077922,0.698412698412698,1.41666666666667,0.566666666666667,889,167,0.18785151856018,132,34,23,16,684,125,5,2,5,30,552,119,148,0.18785151856018,38,154,24,83,27,17,0.0,684,34,30,11,58.76,37.77,0.64,0.72,1,0,1,4,6,6,10,128
Sample_0038,0,419,0,6,36,119,97,62,16,16,38,1.43298969072165,0.661290322580645,1.125,0.680672268907563,445,248,0.557303370786517,102,12,8,16,307,192,5,3,0,48,252,63,102,0.557303370786517,38,346,15,117,30,21,0.01,307,54,48,10,49.26,41.8,0.85,0.21,1,1,1,6,2,3,0,59
Sample_0039,0,420,0,2,17,75,133,64,69,55,55,0.924812030075188,0.875,1.0,0.586666666666667,489,276,0.56441717791411,226,68,34,34,127,175,15,2,8,76,125,94,264,0.56441717791411,37,336,15,127,12,23,0.02,127,93,76,15,39.63,45.0,1.14,0.8,1,1,1,17,3,5,14,78
Sample_0040,0,316,0,4,12,156,77,133,72,61,57,0.558441558441558,0.804511278195489,0.694444444444444,0.461538461538462,524,373,0.711832061068702,219,57,18,14,216,201,28,6,12,126,154,95,265,0.711832061068702,29,258,4,65,12,4,0.04,216,137,126,35,41.89,44.27,1.06,0.96,1,1,0,11,2,2,11,20
Sample_0041,0,303,0,81,178,97,44,53,120,96,26,1.56818181818182,0.754716981132076,0.866666666666667,0.45360824742268,315,295,0.936507936507936,126,47,10,9,123,168,11,6,5,105,89,53,171,0.936507936507936,31,425,19,225,13,15,0.0,123,125,105,14,47.52,69.04,1.45,0.66,1,1,0,20,20,11,24,18
Sample_0042,0,284,0,52,128,147,312,99,73,63,108,1.0224358974359,1.16161616161616,1.34246575342466,0.380952380952381,1474,639,0.433514246947083,445,77,48,61,843,412,33,11,14,169,697,235,454,0.433514246947083,39,361,27,165,36,21,0.46,845,187,169,19,54.87,56.78,1.03,0.38,1,1,0,18,26,11,10,204
Sample_0044,0,292,0,50,135,116,148,73,39,32,73,1.2972972972973,0.643835616438356,0.717948717948718,0.53448275862069,359,230,0.64066852367688,153,35,22,22,127,135,6,4,1,84,89,67,190,0.64066852367688,29,340,14,125,6,10,0.0,127,95,84,8,38.07,66.36,1.74,0.14,1,0,0,11,28,10,7,75
Sample_0045,0,309,0,10,42,148,110,63,231,71,51,1.05454545454545,0.476190476190476,1.02597402597403,0.560810810810811,837,273,0.326164874551971,215,56,23,35,508,147,13,3,5,105,421,147,243,0.326164874551971,36,274,16,127,34,15,0.49,508,112,106,12,43.72,43.78,1.0,0.8,1,0,0,7,6,3,160,59
Sample_0046,0,312,0,45,106,298,134,124,372,360,53,1.08955223880597,0.911290322580645,1.4005376344086,0.476510067114094,865,403,0.465895953757225,400,83,41,38,303,219,29,6,7,142,248,142,451,0.465895953757225,36,376,21,202,21,18,1.21,303,149,142,24,43.37,62.79,1.45,0.3,1,1,0,7,9,3,12,81
Sample_0047,0,233,0,40,85,153,166,79,67,54,33,1.06626506024096,0.607594936708861,1.08955223880597,0.777777777777778,1309,303,0.231474407944996,223,47,15,13,1011,164,23,5,10,101,812,174,223,0.231474407944996,40,262,23,125,31,19,0.0,1011,125,101,13,47.97,36.73,0.77,0.17,1,0,1,24,3,2,13,133
Sample_0048,0,35,0,0,66,20,0,2,2,2,0,0.0,0.0,0.0,0.0,107,105,0.981308411214953,30,21,7,4,45,47,5,2,2,49,25,19,59,0.981308411214953,6,41,1,8,0,0,0.0,45,57,49,0,41.55,74.5,1.79,0.09,0,0,0,8,6,1,0,0
Sample_0049,0,45,0,1,46,16,0,0,3,2,0,0.0,0.0,0.0,0.0,181,185,1.02209944751381,64,35,10,10,62,135,12,1,2,35,55,28,94,1.02209944751381,7,42,1,9,0,3,0.0,62,43,35,0,28.76,98.64,3.43,0.0,0,0,0,8,3,3,1,0
Sample_0050,1,253,0,24,81,87,74,78,71,60,20,1.16216216216216,0.551282051282051,0.746478873239437,0.275862068965517,564,272,0.482269503546099,147,50,31,34,302,179,16,10,10,57,255,118,169,0.482269503546099,24,288,17,133,9,13,0.5,302,72,57,11,42.67,47.26,1.11,0.13,1,1,0,15,19,13,11,54
Sample_0051,0,8,0,2,65,24,1,1,1,1,0,27.0,0.0,0.0,0.0,131,134,1.02290076335878,53,19,6,8,45,65,14,3,0,52,34,23,73,1.02290076335878,13,24,10,20,0,2,0.0,45,55,52,0,51.81,121.4,2.34,0.91,0,0,0,3,2,4,0,1
Sample_0052,0,173,0,61,236,87,7,11,68,57,6,0.571428571428571,0.909090909090909,0.691176470588235,0.28735632183908,205,197,0.960975609756098,110,28,13,14,40,146,13,0,2,36,38,42,125,0.960975609756098,17,247,6,109,1,0,0.0,42,69,37,1,31.45,92.43,2.94,0.85,0,0,0,33,34,9,11,1
Sample_0053,0,103,0,39,111,79,56,34,65,60,28,1.30357142857143,1.20588235294118,1.15384615384615,1.12658227848101,231,188,0.813852813852814,78,34,9,4,106,128,12,2,1,45,65,53,106,0.813852813852814,17,138,11,58,9,4,0.0,106,57,45,9,36.96,60.63,1.64,0.26,1,1,0,12,7,5,5,28
Sample_0054,0,104,0,54,129,111,78,31,116,46,13,1.25641025641026,0.67741935483871,0.939655172413793,0.612612612612613,749,184,0.2456608811749,169,48,20,19,493,89,10,3,6,76,402,122,200,0.2456608811749,29,178,21,103,23,15,0.01,493,84,76,2,39.23,49.61,1.26,0.99,0,0,1,8,23,6,70,65
Sample_0055,0,128,0,81,208,28,2,5,0,0,2,2.0,0.0,0.0,0.0,117,127,1.08547008547008,41,24,4,3,45,58,8,0,3,58,31,19,61,1.08547008547008,17,212,7,113,1,8,0.0,45,85,59,0,45.93,65.61,1.43,0.25,0,0,0,27,31,7,0,0
Sample_0056,0,483,0,4,19,204,130,107,241,136,65,1.20769230769231,1.2803738317757,1.41078838174274,0.916666666666667,1517,558,0.367831245880026,758,95,39,30,595,301,27,12,9,209,488,232,783,0.367831245880026,39,406,17,121,25,12,0.65,596,227,210,29,59.15,43.7,0.74,0.23,1,1,1,18,8,4,105,65
Sample_0057,1,62,0,48,72,85,81,16,48,18,17,1.59259259259259,0.75,0.875,0.552941176470588,819,339,0.413919413919414,160,40,17,15,587,181,19,4,14,121,482,133,172,0.413919413919414,29,106,23,57,30,16,0.37,587,126,121,0,62.66,49.13,0.78,1.0,0,0,0,5,19,5,30,64
Sample_0058,0,92,0,47,130,25,10,6,18,18,6,0.7,0.666666666666667,0.944444444444444,0.08,162,228,1.40740740740741,71,21,7,7,56,157,17,5,2,47,44,41,71,1.40740740740741,15,153,9,73,4,3,0.0,56,61,47,0,35.34,105.57,2.99,0.6,0,0,0,14,29,7,0,4
Sample_0059,0,277,0,50,152,51,49,41,29,25,18,0.959183673469388,1.0,0.379310344827586,0.274509803921569,245,170,0.693877551020408,74,26,21,14,110,95,12,2,2,59,91,43,106,0.693877551020408,36,303,20,121,11,9,0.0,110,94,63,14,34.17,58.19,1.7,0.99,0,0,0,35,12,2,4,31
Sample_0060,0,224,0,50,156,150,82,53,42,35,32,1.23170731707317,0.811320754716981,1.16666666666667,0.14,671,356,0.530551415797317,340,56,40,28,207,202,23,7,8,116,151,117,382,0.530551415797317,36,366,24,236,16,31,0.47,208,144,116,20,34.48,66.92,1.94,0.37,0,0,0,28,34,18,7,50
Sample_0062,0,361,0,13,84,99,131,50,214,51,40,1.23664122137405,1.12,1.33644859813084,0.797979797979798,1024,222,0.216796875,181,55,25,23,740,135,16,2,9,60,597,203,193,0.216796875,37,350,24,196,29,26,0.14,740,83,60,11,42.57,54.34,1.28,0.4,1,1,0,23,11,8,163,91
